Ten phong ban,Ma nhan vien,Ho ten nhan vien,Ngay sinh,Gioi tinh,Luong co ban,Tuoi,Luong moi,Ghi chu,Chuc vu
Ky thuat,NV05523,Dung Tran,1970-11-19,Nam,5898785,54,6783603,Tăng lương 15%,Nhan vien
Kinh doanh,NV05524,Chi Duyen Le,1973-02-02,Nu,14318953,52,16466796,Tăng lương 15%,Nhan vien
Marketing,NV05525,Nam Hoang Tran,1971-02-27,Nu,12863844,54,14793421,Tăng lương 15%,Nhan vien
Ky thuat,NV05526,Chi Hanh Hoang,1987-09-30,Nu,18309315,37,21055712,Tăng lương 15%,Nhan vien
Kinh doanh,NV05527,Anh Anh Tran,1979-05-29,Nam,10941791,46,12583060,Tăng lương 15%,Nhan vien
Kinh doanh,NV05528,Quy co Vi Vu,1998-03-10,Nu,21652121,27,21652121,Không tăng lương,Nhan vien
Ky thuat,NV05529,Khoa Duc Mai,1980-03-13,Nam,8153753,45,9376816,Tăng lương 15%,Nhan vien
Ky thuat,NV05530,Chi Yen Duong,1997-02-15,Nam,27907540,28,27907540,Không tăng lương,Nhan vien
Ke toan,NV05531,Ong Trung Duong,1985-12-06,Nam,17403660,39,20014209,Tăng lương 15%,Nhan vien
Ke toan,NV05532,Chi Phuong Mai,1964-11-13,Nam,22617943,60,26010634,Tăng lương 15%,Nhan vien
Marketing,NV05533,Huy Duong,1996-12-31,Nu,12040539,28,12040539,Không tăng lương,Nhan vien
Marketing,NV05534,Chau Mai Bao Vu,1976-02-01,Nu,6811874,49,7833655,Tăng lương 15%,Nhan vien
Ke toan,NV05535,Khoa Mai Bao Nguyen,1996-11-05,Nam,16313591,28,16313591,Không tăng lương,Nhan vien
Ky thuat,NV05536,Anh Bao Pham,1980-10-13,Nam,11502876,44,13228307,Tăng lương 15%,Nhan vien
Ky thuat,NV05537,Quy co Lam Duong,1967-12-16,Nu,8784982,57,10102729,Tăng lương 15%,Nhan vien
Marketing,NV05538,Lam Huu Le,1974-01-11,Nu,7012523,51,8064401,Tăng lương 15%,Nhan vien
Ky thuat,NV05539,Huy Huu Nguyen,1983-03-04,Nam,24395310,42,28054606,Tăng lương 15%,Nhan vien
Ke toan,NV05540,Ong Nam Nguyen,1970-07-07,Nam,28056861,54,32265390,Tăng lương 15%,Nhan vien
Kinh doanh,NV05541,Ong Thanh Mai,1975-12-24,Nu,22133772,49,25453838,Tăng lương 15%,Nhan vien
Marketing,NV05542,Ong Bao Le,1986-09-24,Nam,28558925,38,32842764,Tăng lương 15%,Nhan vien
Kinh doanh,NV05543,Xuan Nguyen,1984-01-01,Nam,21014157,41,24166281,Tăng lương 15%,Nhan vien
Kinh doanh,NV05544,Minh Bui,1967-02-27,Nu,16153807,58,18576878,Tăng lương 15%,Nhan vien
Nhan su,NV05545,Chau Xuan Tran,1981-11-12,Nam,10696333,43,12300783,Tăng lương 15%,Nhan vien
Nhan su,NV05546,Co Bao Duong,1983-12-27,Nam,6402889,41,7363322,Tăng lương 15%,Nhan vien
Nhan su,NV05547,Bac Quang Duong,1968-10-03,Nu,17076567,56,19638052,Tăng lương 15%,Nhan vien
Nhan su,NV05548,Lam Quang Nguyen,1975-05-31,Nam,8612436,50,9904301,Tăng lương 15%,Nhan vien
Nhan su,NV05549,An Duc Vu,1976-09-17,Nu,24058913,48,27667750,Tăng lương 15%,Nhan vien
Ky thuat,NV05550,Xuan Tran,1968-06-09,Nu,22856706,57,26285212,Tăng lương 15%,Nhan vien
Nhan su,NV05551,Chi Ha Dang,1981-06-26,Nu,28320341,44,32568392,Tăng lương 15%,Nhan vien
Nhan su,NV05552,Trong Mai,1970-12-31,Nu,14298042,54,16442748,Tăng lương 15%,Nhan vien
Ke toan,NV05553,Chi Dang,1987-08-30,Nam,10494679,37,12068881,Tăng lương 15%,Nhan vien
Nhan su,NV05554,Van Vu,1981-03-25,Nu,6161393,44,7085602,Tăng lương 15%,Nhan vien
Marketing,NV05555,Co Hong Dang,1991-05-29,Nam,10168083,34,11693295,Tăng lương 15%,Nhan vien
Ky thuat,NV05556,Anh Le,1983-04-27,Nu,17662565,42,20311950,Tăng lương 15%,Nhan vien
Nhan su,NV05557,Ba Huong Tran,1977-05-22,Nam,16739830,48,19250804,Tăng lương 15%,Nhan vien
Kinh doanh,NV05558,Co Bao Pham,1969-01-05,Nam,11065990,56,12725888,Tăng lương 15%,Nhan vien
Ky thuat,NV05559,Quy co Chi Vu,1999-07-06,Nam,19304430,25,19304430,Không tăng lương,Nhan vien
Ky thuat,NV05560,Quy co Duong Dang,2003-03-21,Nam,10038659,22,10038659,Không tăng lương,Nhan vien
Ky thuat,NV05561,Chi Khoa Hoang,1984-10-26,Nam,26155423,40,30078736,Tăng lương 15%,Nhan vien
Nhan su,NV05562,Hoang Xuan Dang,1964-10-23,Nam,9533738,60,10963799,Tăng lương 15%,Nhan vien
Marketing,NV05563,Co Mai Nguyen,1970-06-24,Nam,5991554,55,6890287,Tăng lương 15%,Nhan vien
Ke toan,NV05564,Quy co Kim Le,1990-12-23,Nu,21517083,34,24744645,Tăng lương 15%,Nhan vien
Marketing,NV05565,Chi Lan Dang,1976-07-09,Nam,6029037,48,6933393,Tăng lương 15%,Nhan vien
Nhan su,NV05566,Quy co Ngoc Vu,1976-05-01,Nu,12439838,49,14305814,Tăng lương 15%,Nhan vien
Ke toan,NV05567,Hanh Bui,1984-03-10,Nam,24902099,41,28637414,Tăng lương 15%,Nhan vien
Ky thuat,NV05568,Co Linh Duong,1986-10-23,Nu,23656082,38,27204494,Tăng lương 15%,Nhan vien
Ke toan,NV05569,Nam Bui,1988-04-05,Nam,29208311,37,33589558,Tăng lương 15%,Nhan vien
Kinh doanh,NV05570,Phuong Tan Tran,2000-04-15,Nu,17783205,25,17783205,Không tăng lương,Nhan vien
Nhan su,NV05571,Bac Thanh Bui,2000-06-16,Nu,23559444,25,23559444,Không tăng lương,Nhan vien
Kinh doanh,NV05572,Bac Huy Dang,1997-06-03,Nam,7235999,28,7235999,Không tăng lương,Nhan vien
Marketing,NV05573,Quy co Lan Bui,1969-10-06,Nu,12737072,55,14647633,Tăng lương 15%,Nhan vien
Nhan su,NV05574,Quy co Hai Tran,1987-11-05,Nam,9371102,37,10776767,Tăng lương 15%,Nhan vien
Nhan su,NV05575,Lan Hoang,1979-06-18,Nu,13694887,46,15749120,Tăng lương 15%,Nhan vien
Ke toan,NV05576,Co An Vu,1991-09-21,Nu,13404758,33,15415472,Tăng lương 15%,Nhan vien
Nhan su,NV05577,Co Van Le,1969-07-21,Nam,24788983,55,28507330,Tăng lương 15%,Nhan vien
Nhan su,NV05578,Linh Pham,1997-03-24,Nam,17476988,28,17476988,Không tăng lương,Nhan vien
Ky thuat,NV05579,Van Dang,1972-04-04,Nam,17344940,53,19946681,Tăng lương 15%,Nhan vien
Marketing,NV05580,Nhat Duc Le,1978-07-21,Nu,25746796,46,29608815,Tăng lương 15%,Nhan vien
Marketing,NV05581,Chau Mai Bao Hoang,1970-09-05,Nam,29389635,54,33798080,Tăng lương 15%,Nhan vien
Kinh doanh,NV05582,Nhat Hoang,1997-11-28,Nu,19868937,27,19868937,Không tăng lương,Nhan vien
Kinh doanh,NV05583,Xuan Dang,1989-08-30,Nu,8426413,35,9690375,Tăng lương 15%,Nhan vien
Kinh doanh,NV05584,Nhat Le,1989-01-19,Nu,21676993,36,24928542,Tăng lương 15%,Nhan vien
Nhan su,NV05585,Huy Phu Pham,1983-03-14,Nu,14012459,42,16114328,Tăng lương 15%,Nhan vien
Marketing,NV05586,Quy co Duyen Bui,1986-09-11,Nam,25518195,38,29345924,Tăng lương 15%,Nhan vien
Ke toan,NV05587,Trong Hoang Bui,1974-10-28,Nam,7240064,50,8326074,Tăng lương 15%,Nhan vien
Kinh doanh,NV05588,Chi Lam Bui,1984-03-29,Nam,8114867,41,9332097,Tăng lương 15%,Nhan vien
Ke toan,NV05589,Chi Nhat Hoang,2002-03-28,Nam,6107386,23,6107386,Không tăng lương,Nhan vien
Ky thuat,NV05590,Co Yen Vu,1971-08-21,Nu,19828276,53,22802517,Tăng lương 15%,Nhan vien
Nhan su,NV05591,Chau Tran,1986-10-04,Nam,15689154,38,18042527,Tăng lương 15%,Nhan vien
Kinh doanh,NV05592,Quy ong Quang Le,1977-11-14,Nam,28572701,47,32858606,Tăng lương 15%,Nhan vien
Kinh doanh,NV05593,Quy co Hong Bui,2002-02-19,Nu,20832751,23,20832751,Không tăng lương,Nhan vien
Ke toan,NV05594,Co Lam Mai,1994-05-16,Nam,7422618,31,8536011,Tăng lương 15%,Nhan vien
Nhan su,NV05595,Ha Mai Bao Tran,2003-02-20,Nam,7540187,22,7540187,Không tăng lương,Nhan vien
Nhan su,NV05596,Lan Tran,1989-02-08,Nam,27718838,36,31876664,Tăng lương 15%,Nhan vien
Nhan su,NV05597,Ba Khoa Pham,1973-11-02,Nu,13171546,51,15147278,Tăng lương 15%,Nhan vien
Ke toan,NV05598,Chi Kim Vu,1998-11-10,Nam,28797594,26,28797594,Không tăng lương,Nhan vien
Ke toan,NV05599,Lam The Tran,1978-08-15,Nam,13783924,46,15851513,Tăng lương 15%,Nhan vien
Ky thuat,NV05600,Anh Minh Le,1971-03-03,Nam,11345212,54,13046994,Tăng lương 15%,Nhan vien
Kinh doanh,NV05601,Nhien Pham,1982-08-19,Nam,15346232,42,17648167,Tăng lương 15%,Nhan vien
Marketing,NV05602,Bao Le,1970-02-22,Nu,9271028,55,10661682,Tăng lương 15%,Nhan vien
Marketing,NV05603,Phuc Phu Duong,1999-06-21,Nam,11686014,26,11686014,Không tăng lương,Nhan vien
Ke toan,NV05604,Hanh Duc Vu,1993-09-12,Nam,5077380,31,5838987,Tăng lương 15%,Nhan vien
Ky thuat,NV05605,Minh Mai Le,1991-11-22,Nu,17281217,33,19873400,Tăng lương 15%,Nhan vien
Nhan su,NV05606,Co Duyen Duong,1976-05-12,Nu,11061532,49,12720762,Tăng lương 15%,Nhan vien
Marketing,NV05607,Chi Bao Duong,1979-09-26,Nu,26613606,45,30605647,Tăng lương 15%,Nhan vien
Kinh doanh,NV05608,Co Duyen Hoang,1968-02-12,Nam,6081593,57,6993832,Tăng lương 15%,Nhan vien
Nhan su,NV05609,Vi Tran,1974-10-04,Nu,15438381,50,17754138,Tăng lương 15%,Nhan vien
Ky thuat,NV05610,Anh Vu,1997-11-19,Nu,23755289,27,23755289,Không tăng lương,Nhan vien
Nhan su,NV05611,Khoa Vu,1999-03-23,Nam,7685059,26,7685059,Không tăng lương,Nhan vien
Kinh doanh,NV05612,Ba Lam Dang,1964-06-30,Nam,5325016,60,6123768,Tăng lương 15%,Nhan vien
Nhan su,NV05613,Nhat Pham,1988-01-02,Nu,9357720,37,10761378,Tăng lương 15%,Nhan vien
Kinh doanh,NV05614,Vu Quang Nguyen,2000-12-28,Nu,14200726,24,14200726,Không tăng lương,Nhan vien
Marketing,NV05615,Huong Bui,1995-06-28,Nu,19881999,29,19881999,Không tăng lương,Nhan vien
Ke toan,NV05616,Bao Hoang,1986-11-02,Nam,7668499,38,8818774,Tăng lương 15%,Nhan vien
Ky thuat,NV05617,Ong Tung Dang,1968-10-23,Nu,9177109,56,10553675,Tăng lương 15%,Nhan vien
Kinh doanh,NV05618,Co Thanh Vu,1980-12-09,Nu,20093288,44,23107281,Tăng lương 15%,Nhan vien
Marketing,NV05619,Hai Hoang,1996-10-02,Nu,22038579,28,22038579,Không tăng lương,Nhan vien
Marketing,NV05620,Anh Tu Le,1986-02-19,Nam,11637421,39,13383034,Tăng lương 15%,Nhan vien
Ky thuat,NV05621,Ba Phuong Vu,1968-10-07,Nam,12693676,56,14597727,Tăng lương 15%,Nhan vien
Marketing,NV05622,Thao Pham,1991-01-17,Nam,15029744,34,17284206,Tăng lương 15%,Nhan vien
Nhan su,NV05623,Quy ong Vu Tran,2003-03-22,Nam,23874246,22,23874246,Không tăng lương,Nhan vien
Nhan su,NV05624,An Duc Vu,1976-12-07,Nam,19119523,48,21987451,Tăng lương 15%,Nhan vien
Ke toan,NV05625,Hai Le,1977-04-29,Nam,28216789,48,32449307,Tăng lương 15%,Nhan vien
Kinh doanh,NV05626,Chi Bao Hoang,2000-12-28,Nu,25491936,24,25491936,Không tăng lương,Nhan vien
Marketing,NV05627,Bao Hoang,1978-12-11,Nu,16255109,46,18693375,Tăng lương 15%,Nhan vien
Ke toan,NV05628,Co Kim Tran,1999-06-08,Nam,23065474,26,23065474,Không tăng lương,Nhan vien
Ke toan,NV05629,Bac Quang Mai,1998-02-01,Nu,7231289,27,7231289,Không tăng lương,Nhan vien
Kinh doanh,NV05630,Van Vu,1966-05-25,Nam,16250558,59,18688142,Tăng lương 15%,Nhan vien
Nhan su,NV05631,Hong Hoang,1999-01-12,Nam,11262775,26,11262775,Không tăng lương,Nhan vien
Ke toan,NV05632,Hai Le,1982-03-29,Nam,12796489,43,14715962,Tăng lương 15%,Nhan vien
Ke toan,NV05633,Khoa Duong,1964-06-26,Nam,25565482,61,29400304,Tăng lương 15%,Nhan vien
Ke toan,NV05634,Quy co Kim Tran,1974-09-14,Nu,28185187,50,32412965,Tăng lương 15%,Nhan vien
Kinh doanh,NV05635,Quy co Huong Tran,1968-04-30,Nu,22901351,57,26336554,Tăng lương 15%,Nhan vien
Marketing,NV05636,Quy co Linh Pham,1980-06-07,Nu,7354657,45,8457856,Tăng lương 15%,Nhan vien
Kinh doanh,NV05637,Chi Nhat Pham,1980-03-05,Nu,10556251,45,12139689,Tăng lương 15%,Nhan vien
Ke toan,NV05638,Bac Phuc Hoang,1985-06-04,Nam,12777572,40,14694208,Tăng lương 15%,Nhan vien
Nhan su,NV05639,Quy co Kim Dang,1994-07-20,Nam,13127472,30,13127472,Không tăng lương,Nhan vien
Kinh doanh,NV05640,Ba Hanh Pham,1977-04-27,Nam,22705301,48,26111096,Tăng lương 15%,Nhan vien
Kinh doanh,NV05641,Ha Dang,1980-12-15,Nu,24233692,44,27868746,Tăng lương 15%,Nhan vien
Ke toan,NV05642,Lam Quang Tran,1990-02-28,Nu,22953937,35,26397028,Tăng lương 15%,Nhan vien
Nhan su,NV05643,Nhat Duong,1965-03-09,Nam,7615973,60,8758369,Tăng lương 15%,Nhan vien
Kinh doanh,NV05644,Nam Mai Le,2001-07-11,Nu,16835740,23,16835740,Không tăng lương,Nhan vien
Nhan su,NV05645,Thanh Hoang Vu,1983-11-25,Nam,15868578,41,18248865,Tăng lương 15%,Nhan vien
Ke toan,NV05646,Quy co Thao Dang,1970-12-09,Nu,19828956,54,22803299,Tăng lương 15%,Nhan vien
Ke toan,NV05647,Hoang Bui,1994-10-17,Nam,7522527,30,7522527,Không tăng lương,Nhan vien
Ke toan,NV05648,Chi Thao Tran,1980-11-11,Nam,22357786,44,25711454,Tăng lương 15%,Nhan vien
Kinh doanh,NV05649,Ba Ha Pham,1997-01-21,Nam,11270660,28,11270660,Không tăng lương,Nhan vien
Ky thuat,NV05650,Ong Chau Tran,1965-01-30,Nam,29075067,60,33436327,Tăng lương 15%,Nhan vien
Marketing,NV05651,Huy Phu Mai,1966-06-11,Nam,5604552,59,6445235,Tăng lương 15%,Nhan vien
Ky thuat,NV05652,Thao Nguyen,1967-09-29,Nam,14062039,57,16171345,Tăng lương 15%,Nhan vien
Ke toan,NV05653,Nhat Tran,1998-08-14,Nu,7472385,26,7472385,Không tăng lương,Nhan vien
Ky thuat,NV05654,Ba Lan Pham,1970-09-30,Nam,26690212,54,30693744,Tăng lương 15%,Nhan vien
Ky thuat,NV05655,Anh Bao Hoang,1973-01-14,Nu,20624083,52,23717695,Tăng lương 15%,Nhan vien
Kinh doanh,NV05656,Kim Tri Nguyen,1986-05-28,Nam,25474740,39,29295951,Tăng lương 15%,Nhan vien
Ky thuat,NV05657,Chi Yen Tran,1966-08-16,Nam,22482968,58,25855413,Tăng lương 15%,Nhan vien
Ky thuat,NV05658,Co Hanh Nguyen,1973-05-10,Nam,11577179,52,13313756,Tăng lương 15%,Nhan vien
Ke toan,NV05659,Tu Vu,2000-08-18,Nu,13269949,24,13269949,Không tăng lương,Nhan vien
Marketing,NV05660,Kim Dang,1975-08-03,Nam,26664256,49,30663894,Tăng lương 15%,Nhan vien
Kinh doanh,NV05661,Anh Quang Pham,1993-01-11,Nu,19062163,32,21921487,Tăng lương 15%,Nhan vien
Marketing,NV05662,Khoa Tran,1967-08-16,Nam,15921915,57,18310202,Tăng lương 15%,Nhan vien
Ky thuat,NV05663,Anh Duong,1972-05-07,Nam,29245314,53,33632111,Tăng lương 15%,Nhan vien
Marketing,NV05664,Anh Nhien Pham,1987-07-09,Nu,12404026,37,14264630,Tăng lương 15%,Nhan vien
Marketing,NV05665,Hai Mai Tran,1965-01-09,Nu,21001771,60,24152037,Tăng lương 15%,Nhan vien
Kinh doanh,NV05666,Ba Mai Bui,1977-04-09,Nu,24873875,48,28604956,Tăng lương 15%,Nhan vien
Ke toan,NV05667,Bac Anh Tran,1970-04-29,Nu,24835610,55,28560951,Tăng lương 15%,Nhan vien
Nhan su,NV05668,Quy ong Hoang Nguyen,1966-12-19,Nu,15566434,58,17901399,Tăng lương 15%,Nhan vien
Nhan su,NV05669,Chi Pham,1998-01-28,Nam,27513183,27,27513183,Không tăng lương,Nhan vien
Ky thuat,NV05670,Nhat Tan Duong,2000-06-30,Nam,27727214,24,27727214,Không tăng lương,Nhan vien
Ke toan,NV05671,Co An Le,1986-03-31,Nam,15722270,39,18080610,Tăng lương 15%,Nhan vien
Ke toan,NV05672,Ba Hanh Bui,1972-10-13,Nu,14194203,52,16323333,Tăng lương 15%,Nhan vien
Kinh doanh,NV05673,Nam Mai Bao Bui,1973-05-20,Nam,11894995,52,13679244,Tăng lương 15%,Nhan vien
Ky thuat,NV05674,Hanh Mai Bao Pham,1999-04-12,Nam,6611346,26,6611346,Không tăng lương,Nhan vien
Ke toan,NV05675,Quy ong Hung Hoang,1993-05-26,Nu,21591871,32,24830652,Tăng lương 15%,Nhan vien
Marketing,NV05676,Quy co Phuong Pham,1976-06-09,Nam,16640666,49,19136766,Tăng lương 15%,Nhan vien
Nhan su,NV05677,Bao Vu,1968-10-09,Nam,25573344,56,29409346,Tăng lương 15%,Nhan vien
Marketing,NV05678,Chi Ha Tran,1984-05-21,Nu,25435704,41,29251060,Tăng lương 15%,Nhan vien
Nhan su,NV05679,Kim Thi Nguyen,1974-12-06,Nu,26222079,50,30155391,Tăng lương 15%,Nhan vien
Kinh doanh,NV05680,Chi Khoa Tran,1973-08-16,Nam,11409534,51,13120964,Tăng lương 15%,Nhan vien
Marketing,NV05681,Anh Mai Dang,1972-07-30,Nam,8832349,52,10157201,Tăng lương 15%,Nhan vien
Marketing,NV05682,Thanh Pham,1976-05-14,Nam,29942285,49,34433628,Tăng lương 15%,Quan ly
Kinh doanh,NV05683,Thanh Vu,1983-11-20,Nam,20556704,41,23640210,Tăng lương 15%,Nhan vien
Ke toan,NV05684,Quang Vu,1976-10-26,Nu,29154781,48,33527998,Tăng lương 15%,Nhan vien
Ke toan,NV05685,Quy co An Bui,1995-06-04,Nam,7824132,30,7824132,Không tăng lương,Nhan vien
Ke toan,NV05686,Trung Duong,1983-08-23,Nu,21948035,41,25240240,Tăng lương 15%,Nhan vien
Kinh doanh,NV05687,Vi Mai,1965-07-05,Nu,8951526,59,10294255,Tăng lương 15%,Nhan vien
Marketing,NV05688,Trong Bao Tran,2002-10-21,Nam,14874738,22,14874738,Không tăng lương,Nhan vien
Kinh doanh,NV05689,Linh Bui,1989-01-29,Nam,20299770,36,23344736,Tăng lương 15%,Nhan vien
Marketing,NV05690,Chi Khoa Nguyen,2001-10-09,Nam,9444494,23,9444494,Không tăng lương,Nhan vien
Marketing,NV05691,Phuc Pham,1980-02-04,Nam,20936635,45,24077130,Tăng lương 15%,Nhan vien
Marketing,NV05692,Lam Dang,1977-10-03,Nam,16170498,47,18596073,Tăng lương 15%,Nhan vien
Ky thuat,NV05693,Huong Le,1966-03-02,Nam,20124691,59,23143395,Tăng lương 15%,Nhan vien
Ke toan,NV05694,Co Thanh Bui,1970-02-16,Nam,25895948,55,29780340,Tăng lương 15%,Nhan vien
Kinh doanh,NV05695,Co Nhat Tran,1986-07-19,Nam,6170389,38,7095947,Tăng lương 15%,Nhan vien
Marketing,NV05696,Khoa Phu Bui,1995-04-27,Nu,12373901,30,12373901,Không tăng lương,Nhan vien
Kinh doanh,NV05697,Quy co Lam Nguyen,1993-09-05,Nam,11342820,31,13044243,Tăng lương 15%,Nhan vien
Ke toan,NV05698,Bac Phuc Tran,1971-02-07,Nam,18958278,54,21802020,Tăng lương 15%,Nhan vien
Kinh doanh,NV05699,Nhat Hoang,1997-03-19,Nu,17822972,28,17822972,Không tăng lương,Nhan vien
Kinh doanh,NV05700,Bac Tung Dang,1997-01-12,Nu,22024018,28,22024018,Không tăng lương,Nhan vien
Kinh doanh,NV05701,Anh Tung Vu,1987-04-12,Nam,20564630,38,23649324,Tăng lương 15%,Nhan vien
Ky thuat,NV05702,Chi Chi Tran,1970-08-10,Nu,27646163,54,31793087,Tăng lương 15%,Nhan vien
Ke toan,NV05703,Nhat Xuan Hoang,1975-04-12,Nu,23650490,50,27198063,Tăng lương 15%,Nhan vien
Ky thuat,NV05704,Ba An Mai,1979-11-11,Nam,19814824,45,22787048,Tăng lương 15%,Nhan vien
Ky thuat,NV05705,An Hoang Le,1996-01-06,Nu,11130544,29,11130544,Không tăng lương,Nhan vien
Kinh doanh,NV05706,Quy co Mai Vu,2000-08-26,Nu,17268477,24,17268477,Không tăng lương,Nhan vien
Kinh doanh,NV05707,Dung Mai Bao Mai,1988-03-23,Nu,19555288,37,22488581,Tăng lương 15%,Nhan vien
Nhan su,NV05708,Khoa Le,1999-06-10,Nu,20500446,26,20500446,Không tăng lương,Nhan vien
Kinh doanh,NV05709,Chi Duyen Bui,2000-08-17,Nam,21902303,24,21902303,Không tăng lương,Nhan vien
Kinh doanh,NV05710,Ba Nhat Tran,1970-04-06,Nu,13314247,55,15311384,Tăng lương 15%,Nhan vien
Marketing,NV05711,Co Duyen Dang,1965-05-09,Nu,26499342,60,30474243,Tăng lương 15%,Nhan vien
Ky thuat,NV05712,Tung Pham,1978-04-11,Nam,28310370,47,32556925,Tăng lương 15%,Nhan vien
Nhan su,NV05713,Anh Trong Tran,1993-03-12,Nam,14974142,32,17220263,Tăng lương 15%,Nhan vien
Nhan su,NV05714,Khoa Duc Vu,1993-05-21,Nu,13557225,32,15590809,Tăng lương 15%,Nhan vien
Nhan su,NV05715,Nhat The Vu,1992-12-26,Nam,21649279,32,24896671,Tăng lương 15%,Nhan vien
Marketing,NV05716,Bac Quang Nguyen,1975-03-27,Nam,28837302,50,33162897,Tăng lương 15%,Nhan vien
Marketing,NV05717,Bac Hung Nguyen,1994-05-03,Nu,20610505,31,23702081,Tăng lương 15%,Nhan vien
Ky thuat,NV05718,Minh Nguyen,2003-05-11,Nam,12950473,22,12950473,Không tăng lương,Nhan vien
Marketing,NV05719,Hoang Thi Nguyen,1971-07-27,Nam,19753806,53,22716877,Tăng lương 15%,Nhan vien
Nhan su,NV05720,Trung Vu,1979-04-20,Nam,6322095,46,7270409,Tăng lương 15%,Nhan vien
Ky thuat,NV05721,Huy Le,1977-02-05,Nu,14567644,48,16752791,Tăng lương 15%,Nhan vien
Kinh doanh,NV05722,Linh Tran,1992-09-10,Nam,16960527,32,19504606,Tăng lương 15%,Nhan vien
Ke toan,NV05723,Ong Phuc Bui,1989-10-16,Nam,28942818,35,33284241,Tăng lương 15%,Nhan vien
Ky thuat,NV05724,Quy co Linh Pham,1989-01-20,Nam,29737567,36,34198202,Tăng lương 15%,Nhan vien
Ke toan,NV05725,Lan Nguyen,2000-12-09,Nam,7343227,24,7343227,Không tăng lương,Nhan vien
Kinh doanh,NV05726,Bao Hoang,1977-05-02,Nu,17566579,48,20201566,Tăng lương 15%,Nhan vien
Kinh doanh,NV05727,Anh Tri Bui,1989-12-05,Nam,9048276,35,10405517,Tăng lương 15%,Nhan vien
Marketing,NV05728,Co Hai Bui,1998-11-02,Nam,24547465,26,24547465,Không tăng lương,Nhan vien
Marketing,NV05729,Khoa Bui,1970-04-11,Nu,22219807,55,25552778,Tăng lương 15%,Nhan vien
Kinh doanh,NV05730,Khoa Le,1966-06-14,Nam,19697288,59,22651881,Tăng lương 15%,Nhan vien
Nhan su,NV05731,Khoa Le,1964-07-14,Nam,17177058,60,19753617,Tăng lương 15%,Nhan vien
Kinh doanh,NV05732,Lam Quang Dang,1982-12-27,Nu,29032285,42,33387128,Tăng lương 15%,Nhan vien
Nhan su,NV05733,Huy Hai Nguyen,1981-10-21,Nam,5357179,43,6160756,Tăng lương 15%,Nhan vien
Ke toan,NV05734,Hung The Vu,1970-11-09,Nam,12511330,54,14388029,Tăng lương 15%,Nhan vien
Kinh doanh,NV05735,Quy co Thao Duong,1980-10-21,Nu,11500308,44,13225354,Tăng lương 15%,Nhan vien
Marketing,NV05736,Chi Anh Pham,1964-12-15,Nu,15284727,60,17577436,Tăng lương 15%,Nhan vien
Marketing,NV05737,Anh Minh Bui,1987-05-17,Nam,15268011,38,17558213,Tăng lương 15%,Nhan vien
Kinh doanh,NV05738,Ha Tran,1991-08-25,Nu,10400988,33,11961136,Tăng lương 15%,Nhan vien
Kinh doanh,NV05739,Bao Xuan Dang,1967-07-19,Nam,16787850,57,19306028,Tăng lương 15%,Nhan vien
Marketing,NV05740,Xuan Nguyen,2002-01-30,Nam,13095100,23,13095100,Không tăng lương,Nhan vien
Ky thuat,NV05741,Hai Tri Hoang,1979-03-10,Nam,23650715,46,27198322,Tăng lương 15%,Nhan vien
Ky thuat,NV05742,Chi Xuan Nguyen,1971-01-21,Nam,18308246,54,21054483,Tăng lương 15%,Nhan vien
Nhan su,NV05743,Yen Tran,1982-02-26,Nam,28603144,43,32893616,Tăng lương 15%,Nhan vien
Nhan su,NV05744,Ba Thao Nguyen,1980-07-04,Nam,25501197,44,29326377,Tăng lương 15%,Nhan vien
Nhan su,NV05745,Bac Bao Le,1987-06-07,Nam,9465719,38,10885577,Tăng lương 15%,Nhan vien
Marketing,NV05746,Phuc Vu,1984-07-03,Nu,27299224,40,31394108,Tăng lương 15%,Nhan vien
Kinh doanh,NV05747,Quy co Hong Bui,1965-04-27,Nam,5089559,60,5852993,Tăng lương 15%,Nhan vien
Nhan su,NV05748,Lan Vu,1984-01-07,Nu,16261909,41,18701195,Tăng lương 15%,Nhan vien
Marketing,NV05749,Chi Duyen Hoang,1984-01-30,Nam,22846671,41,26273672,Tăng lương 15%,Nhan vien
Ke toan,NV05750,Huong Le,1988-12-15,Nu,13160935,36,15135075,Tăng lương 15%,Nhan vien
Kinh doanh,NV05751,Thao Duong,1983-01-25,Nu,7806328,42,8977277,Tăng lương 15%,Nhan vien
Ke toan,NV05752,Ha Duc Tran,1967-03-23,Nu,15919159,58,18307033,Tăng lương 15%,Nhan vien
Ky thuat,NV05753,Hai Vu,1997-06-27,Nu,28941175,27,28941175,Không tăng lương,Nhan vien
Nhan su,NV05754,Tu Hai Duong,1986-01-06,Nu,22651248,39,26048935,Tăng lương 15%,Nhan vien
Ke toan,NV05755,Ong Vu Vu,1999-09-03,Nu,28327637,25,28327637,Không tăng lương,Nhan vien
Marketing,NV05756,Mai Bui,1991-02-22,Nu,26847685,34,30874838,Tăng lương 15%,Nhan vien
Ky thuat,NV05757,Ba Duong Vu,1985-08-15,Nam,13004758,39,14955472,Tăng lương 15%,Nhan vien
Kinh doanh,NV05758,Co Hong Vu,1989-03-01,Nam,27931854,36,32121632,Tăng lương 15%,Nhan vien
Ky thuat,NV05759,Nhien Bui,1982-03-07,Nu,11851247,43,13628934,Tăng lương 15%,Nhan vien
